uen,hdb_registration_no,company_name,address,postal_code,email_address,contact_no
53192395M ,HB-10-4751F    ,BROS DESIGN RENOVATION                                                                              ,1050 EUNOS AVENUE 7 # 01-143 ,409581,BROSDESIGNRENO@GMAIL.COM                          ,67438717
201402194D,HB-10-4753A    ,ALT RENOVATION PRIVATE LIMITED                                                                      ,307 JURONG EAST STREET 32 # 10-220 ,600307,ANGLYETHIAM@ALTRENOVATION.COM.SG                  ,65698933
T12LL0481J,HB-09-4742F    ,I-BELIEVE INTERIOR DESIGN LLP                                                                       ,635A SENJA ROAD # 19-249 ,671635,I_BELIEVE2012@YAHOO.COM.SG                        ,67691911
201027049D,HB-10-4749H    ,THEME TRENDY PTE. LTD.                                                                              ,65 UBI ROAD 1 # 03-87 OXLEY BIZHUB,408729,THEMETRENDY@YAHOO.COM.SG                          ,68029054
201201330H,HB-11-4762A    ,HALL INTERIORS PTE. LTD.                                                                            ,61 UBI ROAD 1 # 04-15 OXLEY BIZHUB,408727,RANDOLL@HALLINTERIORS.SG                          ,62980354
52894341C ,HB-10-4745D    ,AIM-POINT DESIGN & CONSTRUCTION                                                                     ,22 NEO PEE TECK LANE # - ,119052,ANDYPSJ@YAHOO.COM                                 ,67520722
53146615M ,HB-10-4747B    ,DGENESIS                                                                                            ,101 KALLANG AVENUE # 06-14 VICTORIA WHOLESALE CENTRE,339508,DGENESISD@GMAIL.COM                               ,63849880
201100173D,HB-09-4743Z    ,APEXID PTE. LTD.                                                                                    ,1 COMMONWEALTH LANE # 07-13 ONE COMMONWEALTH,149544,ROBINNG@APEXID.COM.SG                             ,66595889
201416116G,HB-10-4748E    ,DSPACE DESIGN PTE. LTD.                                                                             ,62 UBI ROAD 1 # 07-22 OXLEY BIZHUB 2,408734,DESIGN@DSPACE.COM.SG                              ,64430688
53227605A ,HB-10-4757E    ,EUIH DESIGN STUDIO                                                                                  ,50 Tagore Lane # 05-03C Entrepreneur Centre,787494,EUIHDESIGN_TP@YAHOO.COM                           ,63385486
201420815W,HB-10-4754D    ,A N R CONSTRUCTION & ENGINEERING PTE. LTD.                                                          ,38 WOODLANDS INDUSTRIAL PARK E1 # 02-07 ,757700,ANR.CONSTRUCT@GMAIL.COM                           ,66126515
201210210K,HB-11-4767H    ,WEE STUDIO PTE. LTD.                                                                                ,30 Defu Lane 10 # 04-94 ,539211,JJ@WEESTUDIO.COM.SG                               ,91833334
201405061G,HB-07-4853D    ,WONG LYE RACKING SOLUTIONS PTE. LTD.                                                                ,5 KAKI BUKIT ROAD 2 # 01-08 CITY WAREHOUSE,417839,CHLOE@WONGLYE.COM                                 ,64583525
53220593J ,HB-11-4764G    ,13 GOLD LABEL                                                                                       ,183A RIVERVALE CRESCENT # 07-263 ,541183,THIRTEENGOLDLABEL@OUTLOOK.COM                     ,63154932
201327148W,HB-11-4772D    ,INZZ STUDIO PTE. LTD.                                                                               ,82 LORONG 23 GEYLANG # 03-04 ATRIX,388409,YONGSEN@INZZSTUDIO.COM                            ,67460305
T12LL1983B,HB-11-4769F    ,NATIV9 DESIGN LLP                                                                                   ,33 UBI AVENUE 3 # 05-22 VERTEX,408868,HELLO@NATIV9.COM                                  ,66343242
201303028R,HB-04-4816A    ,YS CONSTRUCTION SERVICES PTE. LTD.                                                                  ,5 YISHUN INDUSTRIAL STREET 1 # 02-17 NORTH SPRING BIZHUB,768161,MAIN@YSCONSTRUCTION.COM.SG                        ,67105549
48335300X ,HB-11-4765B    ,HOMEMASTER INTERIOR DESIGN & FURNISHING                                                             ,14 TAGORE AVENUE # - ,787838,HOMEMASTERDESIGN@YAHOO.COM                        ,65547050
201320450M,HB-11-4763D    ,R360 DEGREE DESIGN PTE. LTD.                                                                        ,126 joo seng road # 01-01 gold pine industrial building,368355,RAYMOND@R360INTERIOR.COM                          ,62885360
201220594W,HB-10-4761Z    ,MEPO CONCEPT PTE. LTD.                                                                              ,13 Sea Breeze Road # - ,487484,MEPO.SERVICE@GMAIL.COM                            ,63844153
201426525E,HB-10-4760F    ,RENOV8 PTE. LTD.                                                                                    ,15 Yishun Industrial Stree 1 # 03-32 Win5,768091,SCHIFF@RENOV8.COM.SG                              ,68770941
53245607J ,HB-11-4774B    ,AAQ                                                                                                 ,17 KIM KEAT LANE # - ,328875,SALES@AAQ.COM.SG                                  ,68424679
200911508E,HB-01-4799D    ,SIMPLE CLOSET (S) PTE. LTD.                                                                         ,71 WOODLANDS AVENUE 10 # 04-14 WOODLANDS INDUSTRIAL XCHANGE,737743,SIMPLECLOSET2009@GMAIL.COM                        ,62641044
201127864N,HB-11-4766E    ,ALRIC PROJECTS PTE. LTD.                                                                            ,511 YISHUN INDUSTRIAL PARK A # 03-02 ,768768,ALANKOH@ALRIC.COM.SG                              ,68538823
53242144B ,HB-10-4759C    ,TIAN FU RENOVATION CONTRACTOR                                                                       ,21 JALAN TENTERAM # 04-443 WHAMPOA HEIGHTS,320021,JASONQUEKCH@GMAIL.COM                             ,69692347
53130780L ,HB-10-4755G    ,TIAN HO SERVICE                                                                                     ,30 Lorong 16 Geylang # 07-01 Crystal Lodge,398870,HONGYUE0224@GMAIL.COM                             ,62093581
201331270D,HB-02-4801B    ,GALLANT CONCEPT PTE. LTD.                                                                           ,417 RACE COURSE ROAD # - ,218664,ADMIN@GALLANTCONCEPT.COM.SG                       ,62993201
201319532M,HB-11-4768C    ,DIVA'S INTERIOR DESIGN PTE. LTD.                                                                    ,18 BOON LAY WAY # 01-136 TRADEHUB 21,609966,KEVINTANG@DIVASINTERIOR.COM                       ,64623133
200414174D,HB-11-4775E    ,HMS CONSTRUCTION PTE. LTD.                                                                          ,42 CANBERRA DRIVE # 05-06 YISHUN SAPPHIRE,768434,HMSCONSTRUCTIONPL@GMAIL.COM                       ,62694022
201327566Z,HB-01-4798A    ,THE 80'S STUDIO PTE. LTD.                                                                           ,81 UBI AVENUE 4 # 01-12 UB. ONE,408830,ENQUIRY@THE80STUDIO.COM.SG                        ,66048484
53233217B ,HB-03-4812H    ,CAD ASSOCIATES                                                                                      ,6 GENTING ROAD # 01-00 JUBILEE INDUSTRIAL BUILDING,349471,ANNE@CADASSOCIATES.COM.SG                         ,67430067
201220575D,HB-12-4782G    ,SNG INTERIOR DESIGN PTE. LTD.                                                                       ,496C TAMPINES STREET 43 # 13-259 ,526496,BENSNG.1288@GMAIL.COM                             ,97981288
200613283K,HB-01-4789A    ,NIC & WES CONSTRUCTION PTE. LTD.                                                                    ,53 UBI AVENUE 1 # 05-52 PAYA UBI INDUSTRIAL PARK,408934,BRIAN@NICNWES.COM                                 ,64482050
201109526W,HB-01-4786C    ,LOURVE INTERIOR PTE. LTD.                                                                           ,280 Woodlands Industrial Park E5 # 02-14 Harvest,757322,BARRYLIM0625@GMAIL.COM                            ,63393382
53205251W ,HB-11-4777C    ,HONG MEE DESIGN                                                                                     ,923 Hougang Avenue 9 # 13-56 ,530923,YUELLY3218@GMAIL.COM                              ,63126779
53002112M ,HB-12-4780A    ,P CONSTANT CONTRACTS & SERVICES                                                                     ,25 TANGLIN HALT ROAD # 10-34 ,140025,PCSINGAPORE_7@SINGNET.COM.SG                      ,64711415
201400732Z,HB-01-4785H    ,3 E CONCEPT PTE. LTD.                                                                               ,61 UBI ROAD 1 # 01-06 OXLEY BIZHUB,408727,GERALDLOW@3ECONCEPT.SG                            ,67024950
200613772Z,HB-12-4779Z    ,XING HENG PROJECTS PTE. LTD.                                                                        ,8 kaki bukit ave 4 # 01-55 ,415875,SALES@XINGHENG.COM.SG                             ,96277929
201328401K,HB-12-4781D    ,VERTICE CONCEPTS PTE. LTD.                                                                          ,7 KAKI BUKIT ROAD 1 # 01-01 ,415937,SALES@VERTICECONCEPTS.COM.SG                      ,88588818
201322711H,HB-05-4831C    ,PLLX STUDIO PTE. LTD.                                                                               ,61 UBI ROAD 1 # 04-14 OXLEY BIZHUB,408727,PATRICK.LOW@PLLXSTUDIO.SG                         ,68161388
201703922R,HB-01-4784E    ,TEE INTERIOR SERVICES PTE. LTD.                                                                     ,575 BALESTIER ROAD # - ,329890,ADMIN@TEEINTERIORS.COM                            ,62522084
201408657R,HB-01-4796F    ,OBBIO CONCEPT PTE. LTD.                                                                             ,48 TANGLIN HALT ROAD # 01-331 ,142048,INFO@OBBIOCONCEPT.COM                             ,64798931
201321466G,HB-08-4994F    ,ABSOLUT INTERIOR PTE. LTD.                                                                          ,180 WOODLANDS INDUSTRIAL PARK E5 # 01-30 WOODLANDS AUTO HUB,757512,CALL.ABSOLUT@GMAIL.COM                            ,63688003
201205717D,HB-01-4794H    ,PRAXIS SPACE PTE. LTD.                                                                              ,65 UBI ROAD 1 # 03-55 OXLEY BIZHUB,408729,ELVINCHEONG@PRAXISSPACE.COM.SG                    ,68160305
53202482J ,HB-03-4805F    ,T C S TILING CONTRACTOR                                                                             ,1 SCOTTS ROAD # 24-10 SHAW CENTRE,228208,TCSTCONTRACTOR@GMAIL.COM                          ,67596282
200723314H,HB-01-4795C    ,ELITE INTERIORS PTE. LTD.                                                                           ,7 HOUGANG AVENUE 3 # 01-52 ,530007,ELITE_INTERIORS@SINGNET.COM.SG                    ,63821407
201413864C,HB-06-4838E    ,DECO BUILDERS SINGAPORE PTE. LTD.                                                                   ,61 UBI ROAD 1 # 02-19 OXLEY BIZHUB,408727,JOVEN.TAN@DECOBUILDERS.COM.SG                     ,66352618
201308874N,HB-06-4841F    ,D+S BUILDERS PTE. LTD.                                                                              ,549 JURONG WEST STREET 42 # 02-221 ,640549,DESMONDGOH@DSB.COM.SG                             ,66337475
53220782C ,HB-01-4788Z    ,GREEN AND LUSH                                                                                      ,51 HINDHEDE WALK # 07-08 ,587975,GREENANDLUSH@HOTMAIL.COM                          ,65197859
201325672K,HB-01-4791G    ,URBAN HABITAT INTERIOR DESIGN PTE. LTD.                                                             ,19 KIM KEAT ROAD # 09-02 FU TSU BUILDING,328804,INFO@URBANHABITAT.COM.SG                          ,62201272
53255341A ,HB-03-4814F    ,AART BOXX INTERIOR                                                                                  ,344 JOO CHIAT ROAD # - ,427595,IVANLIN@AARTBOXX.COM                              ,64404178
201328692E,HB-01-4787F    ,WERKZ METHOD PTE. LTD.                                                                              ,140 PAYA LEBAR ROAD # 03-09 AZ @ PAYA LEBAR,409015,DERRICK@WERKZMETHOD.COM                           ,67024484
200516130E,HB-02-4804C    ,WAH SHENG CONSTRUCTION PTE. LTD.                                                                    ,809 HOUGANG CENTRAL # 04-186 ,530809,BOBBYLEEGC@YAHOO.COM.SG                           ,62857295
52888193X ,HB-01-4790D    ,NEW POINT DESIGN & CONTRACTS                                                                        ,349 JURONG EAST AVENUE 1 # 01-1213 ,600349,NEWPTDESIGN@GMAIL.COM                             ,63970903
